ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands
795,"simple, virtual",,,"Algebra II",1,0,visible,"Live 1:1 and group Algebra II classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Algebra",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/11ae09ff89924f31a22bcef65cf1326c119f6d9abd6bb437a7271b84a7c7623f.jpg,,,,,,,,,0,
800,"simple, virtual",,,Geometry,1,0,visible,"Live 1:1 and group Geometry classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Geometry",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/drum.jpg,,,,,,,,,0,
801,"simple, virtual",,,Pre-Calculus,1,0,visible,"Live 1:1 and group Pre-Calculus classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Calculus",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Pre-Calculus.jpg,,,,,,,,,0,
803,"simple, virtual",,,Calculus,1,0,visible,"Live 1:1 and group Calculus classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Calculus",,,,,,,,,,,,0,
806,"simple, virtual",,,"Essay Writing",1,0,visible,"Live 1:1 and group Essay Writing classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — High School > Essay Writing",,,,,,,,,,,,0,
810,"simple, virtual",,,Economics,1,0,visible,"Live 1:1 and group Economics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Academics — High School, Academics — High School > Economics",,,,,,,,,,,,0,
811,"simple, virtual",,,"Honors Chemistry",1,0,visible,"Live 1:1 and group Honors Chemistry classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — High School > Honors",,,,,,,,,,,,0,
813,"simple, virtual",,,"Honors Biology",1,0,visible,"Live 1:1 and group Honors Biology classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — High School > Honors",,,,,,,,,,,,0,
816,"simple, virtual",,,"Honors Physics",1,0,visible,"Live 1:1 and group Honors Physics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"Academics — High School, Academics — High School > Honors",,,,,,,,,,,,0,
817,"simple, virtual",,,"AP Physics 1/2",1,0,visible,"Live 1:1 and group AP Physics 1/2 classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"AP Courses, AP Courses > AP Physics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-13.jpg,,,,,,,,,0,
821,"simple, virtual",,,"AP Physics C",1,0,visible,"Live 1:1 and group AP Physics C classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1500,"AP Courses, AP Courses > AP Physics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-14.jpg,,,,,,,,,0,
824,"simple, virtual",,,"AP Physics C Mechanics",1,0,visible,"Live 1:1 and group AP Physics C Mechanics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1500,"AP Courses, AP Courses > AP Physics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-19.jpg,,,,,,,,,0,
826,"simple, virtual",,,"AP Chemistry",1,0,visible,"Live 1:1 and group AP Chemistry classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"AP Courses > AP Chemistry, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Chemistry.png,,,,,,,,,0,
833,"simple, virtual",,,"AP Biology",1,0,visible,"Live 1:1 and group AP Biology classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"AP Courses > AP Biology, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Biology-1.png,,,,,,,,,0,
834,"simple, virtual",,,"AP Pre-Calculus",1,0,visible,"Live 1:1 and group AP Pre-Calculus classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"AP Courses > AP Calculus, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-24.jpg,,,,,,,,,0,
835,"simple, virtual",,,"AP Calculus AB",1,0,visible,"Live 1:1 and group AP Calculus AB classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1500,"AP Courses > AP Calculus, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-25.jpg,,,,,,,,,0,
836,"simple, virtual",,,"AP Calculus BC",1,0,visible,"Live 1:1 and group AP Calculus BC classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1500,"AP Courses > AP Calculus, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-26.jpg,,,,,,,,,0,
838,"simple, virtual",,,"AP English Language",1,0,visible,"Live 1:1 and group AP English Language classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"AP Courses, AP Courses > AP Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-28.jpg,,,,,,,,,0,
840,"simple, virtual",,,"AP Spanish",1,0,visible,"Live 1:1 and group AP Spanish classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Calculus-AB-BC-2.png,,,,,,,,,0,
842,"simple, virtual",,,"AP French",1,0,visible,"Live 1:1 and group AP French classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP Languages",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Calculus-AB-BC-4.png,,,,,,,,,0,
843,"simple, virtual",,,"AP Computer Science",1,0,visible,"Live 1:1 and group AP Computer Science classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses > AP Computer Science, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Computer-Science.png,,,,,,,,,0,
848,"simple, virtual",,,"AP Computer Science Principles",1,0,visible,"Live 1:1 and group AP Computer Science Principles classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses > AP Computer Science, AP Courses",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/AP-Computer-Science-Principles-2.png,,,,,,,,,0,
850,"simple, virtual",,,"AP US History",1,0,visible,"Live 1:1 and group AP US History classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP History",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-12.jpg,,,,,,,,,0,
851,"simple, virtual",,,"AP European History",1,0,visible,"Live 1:1 and group AP European History classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP History",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-3.jpg,,,,,,,,,0,
853,"simple, virtual",,,"AP Statistics",1,0,visible,"Live 1:1 and group AP Statistics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1500,"AP Courses, AP Courses > AP Statistics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-5.jpg,,,,,,,,,0,
854,"simple, virtual",,,"AP Music Theory",1,0,visible,"Live 1:1 and group AP Music Theory classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP Music Theory",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-8.jpg,,,,,,,,,0,
856,"simple, virtual",,,"AP Micro Economics",1,0,visible,"Live 1:1 and group AP Micro Economics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP Economics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement.jpg,,,,,,,,,0,
859,"simple, virtual",,,"AP Macro Economics",1,0,visible,"Live 1:1 and group AP Macro Economics classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1000,"AP Courses, AP Courses > AP Economics",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/App-Developement-1.jpg,,,,,,,,,0,
861,"simple, virtual",,,"English SAT/PSAT",1,0,visible,"Live 1:1 and group English SAT/PSAT classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Standardized Tests > English SAT/PSAT, Standardized Tests",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/English-2.jpg,,,,,,,,,0,
864,"simple, virtual",,,"Math SAT/PSAT",1,0,visible,"Live 1:1 and group Math SAT/PSAT classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Standardized Tests > Math SAT/PSAT, Standardized Tests",,,https://indiatutorsonline.com/wp-content/uploads/2026/05/Carnatic-2.jpg,,,,,,,,,0,
865,"simple, virtual",,,NMSQT,1,0,visible,"Live 1:1 and group NMSQT classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Standardized Tests > NMSQT, Standardized Tests",,,,,,,,,,,,0,
869,"simple, virtual",,,ACT,1,0,visible,"Live 1:1 and group ACT classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Standardized Tests > ACT, Standardized Tests",,,,,,,,,,,,0,
1027,"simple, virtual",,,"Art and Craft",1,0,visible,"Live one-to-one and group Art and Craft classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,200,"Creative Skills > Art and Craft, Creative Skills",,,,,,,,,,,,0,
1028,"simple, virtual",,,"Digital SAT/PSAT Math",1,0,visible,"Live one-to-one and group Digital SAT/PSAT Math classes with expert mentors. Flexible scheduling, first demo free.",,,,taxable,,1,,,0,1,,,,,1,,,1200,"Standardized Tests > Digital SAT/PSAT Math, Standardized Tests",,,,,,,,,,,,0,
